Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    3296/68891       computeEpipolarLine2(Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [43]
                0.00    0.00    3296/68891       main10() [2]
                0.00    0.00   18128/68891       exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
                0.00    0.01   42523/68891       LSSE3<float>::proj(Mat<float> const&) [35]
[52]     0.2    0.01    0.01   68891         void homogeneousNormalization<float>(Mat<float>*) [52]
                0.00    0.00  275564/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00  206673/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00   68891/56402520     Mat<float>::getLine() const [23]
                0.00    0.00   68891/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.01    0.00   42523/42523       LSSE3<float>::retroproj(Mat<float> const&) [25]
[53]     0.2    0.01    0.00   42523         LSSE3<float>::Z(Mat<float> const&) [53]
                0.00    0.00  127569/206509790     Mat<float>::get(int, int) const [8]
-----------------------------------------------
                0.01    0.00   19776/19776       exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
[54]     0.2    0.01    0.00   19776         Mat<float> absM<float>(Mat<float> const&) [54]
                0.00    0.00   19776/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00   19776/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   19776/689939      float fabs_<float>(float) [59]
                0.00    0.00   39552/56402520     Mat<float>::getLine() const [23]
                0.00    0.00   19776/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00   39552/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00       8/17          poseEstimationLS(Frame<float>*, Mat<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [3]
                0.01    0.00       9/17          main10() [2]
[55]     0.1    0.01    0.00      17         Mat<float>::afficher() [55]
                0.00    0.00     192/206509790     Mat<float>::get(int, int) const [8]
-----------------------------------------------
                0.00    0.00    3271/320707      LSSE3<float>::Jr(Mat<float> const&, Mat<float> const&) [6]
                0.00    0.00   52048/320707      LSSE3<float>::computePyramidResidualA(int) [5]
                0.01    0.00  265388/320707      Frame<float>::get(Mat<float> const&) [15]
[56]     0.1    0.01    0.00  320707         __gnu_cxx::__enable_if<std::__is_arithmetic<float>::__value, int>::__type std::isnan<float>(float) [56]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.1    0.01    0.00                 float mean<float>(Mat<float>) [57]
-----------------------------------------------
                0.01    0.00  957422/957422      void transpose<float>(Mat<float>*) [49]
[58]     0.1    0.01    0.00  957422         void std::swap<float>(float&, float&) [58]
-----------------------------------------------
                0.00    0.00    3271/689939      LSSE3<float>::JrW(Mat<float> const&, Mat<float> const&, int, int, int) [66]
                0.00    0.00    3720/689939      Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00    4800/689939      initializeInvDM(Frame<float>*, float) [41]
                0.00    0.00   19776/689939      Mat<float> absM<float>(Mat<float> const&) [54]
                0.01    0.00  658372/689939      float norme1<float>(Mat<float>) [48]
[59]     0.1    0.01    0.00  689939         float fabs_<float>(float) [59]
-----------------------------------------------
                0.00    0.00      32/50592       main10() [2]
                0.00    0.01   50560/50592       Mat<float> pooling<float>(Mat<float>, Mat<float>, int) [32]
[60]     0.1    0.00    0.01   50592         float max<float>(Mat<float>) [60]
                0.01    0.00  406432/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   50592/56402520     Mat<float>::getLine() const [23]
                0.00    0.00   50592/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.01    0.00    6542/6542        LSSE3<float>::computePyramidResidualA(int) [5]
[61]     0.1    0.01    0.00    6542         Mat<float> Line<float>(Mat<float> const&, int) [61]
                0.00    0.00   22897/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   22897/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00    6542/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00    6542/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00    1648/21424       computeEpipolarLine2(Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [43]
                0.00    0.00    1648/21424       debugPose(Frame<float>*, Frame<float>*, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, Mat<float> const&, float) [40]
                0.00    0.00   18128/21424       exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
[62]     0.1    0.00    0.00   21424         float norme2<float>(Mat<float>) [62]
                0.00    0.00  128544/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   21424/329344      std::sqrt(float) [51]
                0.00    0.00   21424/56402520     Mat<float>::getLine() const [23]
                0.00    0.00   21424/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00       1/57          main10() [2]
                0.00    0.00      24/57          OODirectSlamSE3<float>::computePyramid(int) [31]
                0.00    0.00      32/57          LSSE3<float>::energy(Mat<float>) [4]
[63]     0.0    0.00    0.00      57         Mat<float> invGJ<float>(Mat<float>, int) [63]
                0.00    0.00      57/57          Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00      57/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00      57/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00     114/5101635     Mat<float>::~Mat() [27]
                0.00    0.00      57/56402520     Mat<float>::getLine() const [23]
-----------------------------------------------
                0.00    0.00      57/57          Mat<float> invGJ<float>(Mat<float>, int) [63]
[64]     0.0    0.00    0.00      57         Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
                0.00    0.00   45126/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00     324/581147      Mat<float>::operator=(Mat<float> const&) [17]
                0.00    0.00     210/254494      Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
                0.00    0.00   19259/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00     228/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00     381/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00    3720/689939      float fabs_<float>(float) [59]
                0.00    0.00     876/5101635     Mat<float>::~Mat() [27]
                0.00    0.00     114/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00      52/52          Mat<float>::swap(int, int, int, int) [87]
                0.00    0.00      57/56402520     Mat<float>::getLine() const [23]
                0.00    0.00      57/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00   18128/18128       exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
[65]     0.0    0.00    0.00   18128         bool operator< <float>(Mat<float> const&, Mat<float> const&) [65]
                0.00    0.00   36256/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00   88777/56402520     Mat<float>::getLine() const [23]
                0.00    0.00   88777/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00    3271/3271        LSSE3<float>::computePyramidResidualA(int) [5]
[66]     0.0    0.00    0.00    3271         LSSE3<float>::JrW(Mat<float> const&, Mat<float> const&, int, int, int) [66]
                0.00    0.00    3271/221536      Mat<float>::Mat(float, int, int) [42]
                0.00    0.00   19626/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00    3271/689939      float fabs_<float>(float) [59]
                0.00    0.00    3271/10898299     Mat<float>::set(float, int, int) [36]
-----------------------------------------------
                0.00    0.00       9/9           main10() [2]
[67]     0.0    0.00    0.00       9         Mat<float> cv2Matp<float>(cv::Mat) [67]
                0.00    0.00   43200/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00       9/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00     540/102780      unsigned char* cv::Mat::ptr<unsigned char>(int) [106]
                0.00    0.00       9/18          cv::Mat::channels() const [184]
-----------------------------------------------
                0.00    0.00     210/210         Mat<float> operator*<float>(Mat<float> const&, Mat<float> const&) [20]
[68]     0.0    0.00    0.00     210         Mat<float> product<float>(Mat<float>*, Mat<float>*) [68]
                0.00    0.00     210/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00    6210/10898299     Mat<float>::set(float, int, int) [36]
                0.00    0.00     420/254704      void transpose<float>(Mat<float>*) [49]
                0.00    0.00    7740/58910234     Mat<float>::getColumn() const [38]
                0.00    0.00     210/5101635     Mat<float>::~Mat() [27]
                0.00    0.00     210/2291920     Mat<float>::Mat(int, int) [39]
                0.00    0.00     630/56402520     Mat<float>::getLine() const [23]
-----------------------------------------------
                0.00    0.00       8/72          main10() [2]
                0.00    0.00      64/72          OODirectSlamSE3<float>::computePyramid(int) [31]
[69]     0.0    0.00    0.00      72         Frame<float>::operator=(Frame<float> const&) [69]
                0.00    0.00      72/72          Frame<float>::copyFrame(Frame<float> const&) [70]
                0.00    0.00      72/194         Frame<float>::~Frame() [78]
-----------------------------------------------
                0.00    0.00      72/72          Frame<float>::operator=(Frame<float> const&) [69]
[70]     0.0    0.00    0.00      72         Frame<float>::copyFrame(Frame<float> const&) [70]
                0.00    0.00      72/581219      Mat<float>::copy(Mat<float> const&) [18]
                0.00    0.00      72/120         Frame<float>::getChannel() const [125]
-----------------------------------------------
                0.00    0.00       9/57          main10() [2]
                0.00    0.00      48/57          OODirectSlamSE3<float>::computePyramid(int) [31]
[71]     0.0    0.00    0.00      57         Frame<float>::Frame(Mat<float>, int) [71]
                0.00    0.00      57/1810368     Mat<float>::Mat(Mat<float> const&) [13]
-----------------------------------------------
                0.00    0.00       8/16          main10() [2]
                0.00    0.00       8/16          OODirectSlamSE3<float>::OODirectSlamSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [30]
[72]     0.0    0.00    0.00      16         std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
                0.00    0.00      12/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
                0.00    0.00       4/16          void __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::construct<Mat<float> >(std::allocator<Mat<float> >&, Mat<float>*, Mat<float> const&) [76]
                0.00    0.00      16/36          std::vector<Mat<float>, std::allocator<Mat<float> > >::begin() [159]
                0.00    0.00      16/28          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::difference_type __gnu_cxx::operator-<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [169]
                0.00    0.00      16/64          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::__normal_iterator(Mat<float>* const&) [139]
                0.00    0.00       4/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::end() [190]
                0.00    0.00       4/4           bool __gnu_cxx::operator==<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [212]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
[73]     0.0    0.00    0.00      12         std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
                0.00    0.00      12/16          void __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::construct<Mat<float> >(std::allocator<Mat<float> >&, Mat<float>*, Mat<float> const&) [76]
                0.00    0.00      24/24          Mat<float>* std::__uninitialized_move_if_noexcept_a<Mat<float>*, Mat<float>*, std::allocator<Mat<float> > >(Mat<float>*, Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [84]
                0.00    0.00      12/21          void std::_Destroy<Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [91]
                0.00    0.00      36/45          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_get_Tp_allocator() [156]
                0.00    0.00      24/88          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::base() const [131]
                0.00    0.00      12/12          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_check_len(unsigned int, char const*) const [188]
                0.00    0.00      12/36          std::vector<Mat<float>, std::allocator<Mat<float> > >::begin() [159]
                0.00    0.00      12/28          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::difference_type __gnu_cxx::operator-<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [169]
                0.00    0.00      12/12          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_allocate(unsigned int) [189]
                0.00    0.00      12/21          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_deallocate(Mat<float>*, unsigned int) [182]
-----------------------------------------------
                0.00    0.00       8/8           poseEstimationLS(Frame<float>*, Mat<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [3]
[74]     0.0    0.00    0.00       8         LSSE3<float>::~LSSE3() [74]
                0.00    0.00       8/8           OODirectSlamSE3<float>::~OODirectSlamSE3() [77]
                0.00    0.00     192/5101635     Mat<float>::~Mat() [27]
-----------------------------------------------
                0.00    0.00      16/16          void __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::construct<Mat<float> >(std::allocator<Mat<float> >&, Mat<float>*, Mat<float> const&) [76]
[75]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<Mat<float> >::construct(Mat<float>*, Mat<float> const&) [75]
                0.00    0.00      16/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00      16/75          operator new(unsigned int, void*) [134]
-----------------------------------------------
                0.00    0.00       4/16          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
                0.00    0.00      12/16          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[76]     0.0    0.00    0.00      16         void __gnu_cxx::__alloc_traits<std::allocator<Mat<float> > >::construct<Mat<float> >(std::allocator<Mat<float> >&, Mat<float>*, Mat<float> const&) [76]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<Mat<float> >::construct(Mat<float>*, Mat<float> const&) [75]
-----------------------------------------------
                0.00    0.00       8/8           LSSE3<float>::~LSSE3() [74]
[77]     0.0    0.00    0.00       8         OODirectSlamSE3<float>::~OODirectSlamSE3() [77]
                0.00    0.00     128/5101635     Mat<float>::~Mat() [27]
                0.00    0.00      64/194         Frame<float>::~Frame() [78]
                0.00    0.00       8/8           OO<float>::~OO() [95]
-----------------------------------------------
                0.00    0.00      10/194         main10() [2]
                0.00    0.00      48/194         OODirectSlamSE3<float>::computePyramid(int) [31]
                0.00    0.00      64/194         OODirectSlamSE3<float>::~OODirectSlamSE3() [77]
                0.00    0.00      72/194         Frame<float>::operator=(Frame<float> const&) [69]
[78]     0.0    0.00    0.00     194         Frame<float>::~Frame() [78]
                0.00    0.00     194/5101635     Mat<float>::~Mat() [27]
-----------------------------------------------
                0.00    0.00       8/8           poseEstimationLS(Frame<float>*, Mat<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*) [3]
[79]     0.0    0.00    0.00       8         LSSE3<float>::getResidual(int) [79]
                0.00    0.00       8/1810368     Mat<float>::Mat(Mat<float> const&) [13]
-----------------------------------------------
                0.00    0.00      32/32          LSSE3<float>::energy(Mat<float>) [4]
[80]     0.0    0.00    0.00      32         bool isnanM<float>(Mat<float>) [80]
                0.00    0.00     384/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00     192/58910234     Mat<float>::getColumn() const [38]
                0.00    0.00      32/56402520     Mat<float>::getLine() const [23]
-----------------------------------------------
                0.00    0.00      24/24          Mat<float>* std::uninitialized_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [82]
[81]     0.0    0.00    0.00      24         Mat<float>* std::__uninitialized_copy<false>::__uninit_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [81]
                0.00    0.00       7/7           void std::_Construct<Mat<float>, Mat<float> >(Mat<float>*, Mat<float> const&) [85]
                0.00    0.00       7/30          Mat<float>* std::__addressof<Mat<float> >(Mat<float>&) [166]
-----------------------------------------------
                0.00    0.00      24/24          Mat<float>* std::__uninitialized_copy_a<Mat<float>*, Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [83]
[82]     0.0    0.00    0.00      24         Mat<float>* std::uninitialized_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [82]
                0.00    0.00      24/24          Mat<float>* std::__uninitialized_copy<false>::__uninit_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [81]
-----------------------------------------------
                0.00    0.00      24/24          Mat<float>* std::__uninitialized_move_if_noexcept_a<Mat<float>*, Mat<float>*, std::allocator<Mat<float> > >(Mat<float>*, Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [84]
[83]     0.0    0.00    0.00      24         Mat<float>* std::__uninitialized_copy_a<Mat<float>*, Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [83]
                0.00    0.00      24/24          Mat<float>* std::uninitialized_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [82]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[84]     0.0    0.00    0.00      24         Mat<float>* std::__uninitialized_move_if_noexcept_a<Mat<float>*, Mat<float>*, std::allocator<Mat<float> > >(Mat<float>*, Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [84]
                0.00    0.00      24/24          Mat<float>* std::__uninitialized_copy_a<Mat<float>*, Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [83]
-----------------------------------------------
                0.00    0.00       7/7           Mat<float>* std::__uninitialized_copy<false>::__uninit_copy<Mat<float>*, Mat<float>*>(Mat<float>*, Mat<float>*, Mat<float>*) [81]
[85]     0.0    0.00    0.00       7         void std::_Construct<Mat<float>, Mat<float> >(Mat<float>*, Mat<float> const&) [85]
                0.00    0.00       7/1810368     Mat<float>::Mat(Mat<float> const&) [13]
                0.00    0.00       7/75          operator new(unsigned int, void*) [134]
-----------------------------------------------
                0.00    0.00      64/64          LSSE3<float>::energy(Mat<float>) [4]
[86]     0.0    0.00    0.00      64         bool operator==<float>(Mat<float> const&, Mat<float> const&) [86]
                0.00    0.00     140/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00     321/56402520     Mat<float>::getLine() const [23]
                0.00    0.00     327/58910234     Mat<float>::getColumn() const [38]
-----------------------------------------------
                0.00    0.00      52/52          Mat<float> gaussj<float>(Mat<float>*, Mat<float>*, int) [64]
[87]     0.0    0.00    0.00      52         Mat<float>::swap(int, int, int, int) [87]
                0.00    0.00     104/206509790     Mat<float>::get(int, int) const [8]
                0.00    0.00     104/10898299     Mat<float>::set(float, int, int) [36]
-----------------------------------------------
                0.00    0.00      23/23          void std::_Destroy_aux<false>::__destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [89]
[88]     0.0    0.00    0.00      23         void std::_Destroy<Mat<float> >(Mat<float>*) [88]
                0.00    0.00      23/5101635     Mat<float>::~Mat() [27]
-----------------------------------------------
                0.00    0.00      21/21          void std::_Destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [90]
[89]     0.0    0.00    0.00      21         void std::_Destroy_aux<false>::__destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [89]
                0.00    0.00      23/23          void std::_Destroy<Mat<float> >(Mat<float>*) [88]
                0.00    0.00      23/30          Mat<float>* std::__addressof<Mat<float> >(Mat<float>&) [166]
-----------------------------------------------
                0.00    0.00      21/21          void std::_Destroy<Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [91]
[90]     0.0    0.00    0.00      21         void std::_Destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [90]
                0.00    0.00      21/21          void std::_Destroy_aux<false>::__destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [89]
-----------------------------------------------
                0.00    0.00       9/21          std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector() [94]
                0.00    0.00      12/21          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
[91]     0.0    0.00    0.00      21         void std::_Destroy<Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [91]
                0.00    0.00      21/21          void std::_Destroy<Mat<float>*>(Mat<float>*, Mat<float>*) [90]
-----------------------------------------------
                0.00    0.00       1/1           main10() [2]
[92]     0.0    0.00    0.00       1         Frame<float>::Frame(Frame<float> const&) [92]
                0.00    0.00       1/1810368     Mat<float>::Mat(Mat<float> const&) [13]
-----------------------------------------------
                0.00    0.00       8/8           LSSE3<float>::LSSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, int) [29]
[93]     0.0    0.00    0.00       8         Mat<float>::Mat(int, int, char) [93]
                0.00    0.00      48/10898299     Mat<float>::set(float, int, int) [36]
-----------------------------------------------
                0.00    0.00       1/9           main10() [2]
                0.00    0.00       8/9           OO<float>::~OO() [95]
[94]     0.0    0.00    0.00       9         std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector() [94]
                0.00    0.00       9/21          void std::_Destroy<Mat<float>*, Mat<float> >(Mat<float>*, Mat<float>*, std::allocator<Mat<float> >&) [91]
                0.00    0.00       9/45          std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::_M_get_Tp_allocator() [156]
                0.00    0.00       9/9           std::_Vector_base<Mat<float>, std::allocator<Mat<float> > >::~_Vector_base() [209]
-----------------------------------------------
                0.00    0.00       8/8           OODirectSlamSE3<float>::~OODirectSlamSE3() [77]
[95]     0.0    0.00    0.00       8         OO<float>::~OO() [95]
                0.00    0.00       8/9           std::vector<Mat<float>, std::allocator<Mat<float> > >::~vector() [94]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [98]
[96]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z4absMRKN2cv3MatE [96]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [97]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z4absMRKN2cv3MatE [96]
[97]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [97]
                0.00    0.00       1/221536      Mat<float>::Mat(float, int, int) [42]
-----------------------------------------------
                                                 <spontaneous>
[98]     0.0    0.00    0.00                 __libc_csu_init [98]
                0.00    0.00       1/1           _GLOBAL__sub_I__Z4absMRKN2cv3MatE [96]
-----------------------------------------------
                0.00    0.00  265388/265388      Frame<float>::get(Mat<float> const&) [15]
[105]    0.0    0.00    0.00  265388         std::floor(float) [105]
-----------------------------------------------
                0.00    0.00     540/102780      Mat<float> cv2Matp<float>(cv::Mat) [67]
                0.00    0.00  102240/102780      cv::Mat Mat2cvp<float>(Mat<float>, Mat<float>, Mat<float>) [19]
[106]    0.0    0.00    0.00  102780         unsigned char* cv::Mat::ptr<unsigned char>(int) [106]
-----------------------------------------------
                0.00    0.00   42532/42532       Mat<float> expW<float>(Mat<float> const&) [22]
[107]    0.0    0.00    0.00   42532         std::cos(float) [107]
-----------------------------------------------
                0.00    0.00   42532/42532       Mat<float> expW<float>(Mat<float> const&) [22]
[108]    0.0    0.00    0.00   42532         std::sin(float) [108]
-----------------------------------------------
                0.00    0.00    6632/6632        main10() [2]
[109]    0.0    0.00    0.00    6632         cv::Point_<int>::Point_(int, int) [109]
-----------------------------------------------
                0.00    0.00    4986/4986        cv::Scalar_<double>::Scalar_(double, double, double, double) [112]
[110]    0.0    0.00    0.00    4986         cv::Vec<double, 4>::Vec() [110]
                0.00    0.00    4986/4986        cv::Matx<double, 4, 1>::Matx() [111]
-----------------------------------------------
                0.00    0.00    4986/4986        cv::Vec<double, 4>::Vec() [110]
[111]    0.0    0.00    0.00    4986         cv::Matx<double, 4, 1>::Matx() [111]
-----------------------------------------------
                0.00    0.00      42/4986        main10() [2]
                0.00    0.00    4944/4986        exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
[112]    0.0    0.00    0.00    4986         cv::Scalar_<double>::Scalar_(double, double, double, double) [112]
                0.00    0.00    4986/4986        cv::Vec<double, 4>::Vec() [110]
-----------------------------------------------
                0.00    0.00    1897/1897        cv::Mat::~Mat() [114]
[113]    0.0    0.00    0.00    1897         cv::Mat::release() [113]
-----------------------------------------------
                0.00    0.00       2/1897        main [1]
                0.00    0.00      13/1897        main10() [2]
                0.00    0.00      18/1897        computeGradient(cv::Mat*) [201]
                0.00    0.00      52/1897        void std::_Destroy<cv::Mat>(cv::Mat*) [145]
                0.00    0.00      56/1897        void afficherMat<float>(std::string, Mat<float>*, Mat<float>*, Mat<float>*, bool, float) [47]
                0.00    0.00     108/1897        cv::MatExpr::~MatExpr() [157]
                0.00    0.00    1648/1897        exhaustiveSearchEpipolarLine(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, float, Mat<float>*, Mat<float>*, float) [14]
[114]    0.0    0.00    0.00    1897         cv::Mat::~Mat() [114]
                0.00    0.00    1897/1897        cv::Mat::release() [113]
-----------------------------------------------
